date,close_LKOH,log_return_LKOH,close_SBER,log_return_SBER,close_IMOEX,log_return_IMOEX,risk_free_rate,CAL_LKOH,CAL_SBER,CML_LKOH,CML_SBER,SML_LKOH,SML_SBER,Treynor_LKOH,Treynor_SBER,Sortino_LKOH,Sortino_SBER,Jensens_Alpha_LKOH,Jensens_Alpha_SBER
2014-05-14,1910.9,-0.010619016031228,81.38,0.0152296635179818,1389.11,0.0027537502984183,0.077,,,,,,,,,,,,
2014-05-15,1890.0,-0.0109975061936376,80.04,-0.0166030328580111,1381.99,-0.0051387648717762,0.0769,,,,,0.00077,0.00077,,,,,-2.6767620398694563,3.8371052065314135
2014-05-16,1919.0,0.0152273879540119,79.2,-0.0105502108951524,1392.3,0.0074325665038182,0.0762,-2.723681800333065,-0.1730445368436917,-0.0136790979993782,-1.2143799325291151,-0.0281271959987564,-2.4295288650582303,-28.405981723782663,-0.0215474360091999,-906.8889262816724,,-2.695554604334309,2.2564843282145386
2014-05-19,1938.0,0.0098522964430116,81.62,0.0300980311572795,1413.85,0.0153594238774058,0.0768,-0.5366872787517106,-1.0015807397552627,1.0021222683166295,1.1267889054584403,1.189620496338181,0.5425442537806241,-0.1913313724780352,-0.7830154688141241,-178.90093639364403,-20.86354363473876,-1.7263077750898912,-1.544124993535887
2014-05-20,1979.0,0.0209351531518541,82.31,0.0084182770068928,1425.58,0.0082622686447933,0.0768,0.2181792168459477,1.1449904080921616,2.045277338850072,3.2828293378470392,2.125286788079997,3.2437263924664563,0.1314864677273849,0.4533449265502283,72.36975062383569,23.816737720777542,-1.907107571234049,-2.0987359843742945
2014-05-21,1995.0,0.0080523837213981,83.59,0.015431288726512,1439.9,0.0099949182767857,0.0783,1.2296750923302049,1.3402734876211264,2.834625129422561,3.6398488838260006,2.5612848554566683,3.375942811213919,0.6931181970889582,0.573144481577922,409.0667496462134,27.88151206320808,-1.3316097631264634,-2.0356693235927925
2014-05-22,1965.2,-0.0150500290294705,83.26,-0.0039556539442353,1430.54,-0.0065216713640351,0.0781,1.3629293599072243,1.7650086995311092,3.1001597482686547,4.07645283028288,2.682135282423104,3.703234045314117,0.8245525557256258,0.7734161983055202,453.41815298104615,36.72196984504726,-1.319205922515879,-1.9382253457830079
2014-05-23,1957.0,-0.0041813328984169,85.83,0.0304003539632992,1438.98,0.0058825338999393,0.0782,0.6264241205738257,1.370461057605623,2.074825936033514,2.379124614045581,1.9587451096826425,2.03669684534104,0.3694968660439334,0.7779436182483116,19.65137479692863,16.70556603413419,-1.3323209891088168,-0.666235787735417
2014-05-26,1972.0,0.0076355677665043,86.87,0.0120441525417006,1449.36,0.0071875504176264,0.0774,0.4164091192019651,2.156764575248845,2.1768416101320733,2.8368323185067728,1.9523658180985404,2.156513066056218,0.2549253963885677,1.1971459506103324,6.728949876416585,26.2958557943995,-1.5359566988965754,0.000251509192626731
2014-05-27,1930.3,-0.0213728249287511,84.33,-0.0296750746852789,1417.32,-0.0223543152559992,0.0779,0.583937336752756,2.25436033805548,2.3134256704014584,2.985626158948947,2.050848675178884,2.2409421975059938,0.3598920090411594,1.272756272335846,9.441339800703236,27.48629884399501,-1.4669113384261276,0.013418140549485091
